id	Nome do aeroporto	Cod IATA	COD ICAO	Cidade	Pa°s	Latitude	Longetude	Altitude	Fuso hor†rio	DST	Continente/Cidade
3272	Brunei International Airport	BWN	WBSB	Bandar Seri Begawan	Brunei	4944200038909912	1149280014038086	73	8	U	Asia/Brunei
3273	Sultan Syarif Kasim Ii (Simpang Tiga) Airport	PKU	WIBB	Pekanbaru	Indonesia	46078601479530334	10144499969482422	102	7	N	Asia/Jakarta
3274	Pinang Kampai Airport	DUM	WIBD	Dumai	Indonesia	160919	101433998	55	7	N	Asia/Jakarta
3275	Soekarno-Hatta International Airport	CGK	WIII	Jakarta	Indonesia	-61255698204	10665599823	34	7	N	Asia/Jakarta
3276	Binaka Airport	GNS	WIMB	Gunung Sitoli	Indonesia	116638	97704697	20	7	N	Asia/Jakarta
3277	Aek Godang Airport	AEG	WIME	Padang Sidempuan	Indonesia	14001	99430496	922	7	N	Asia/Jakarta
3278	Minangkabau International Airport	PDG	WIPT	Padang	Indonesia	-786917	100280998	18	7	N	Asia/Jakarta
3279	Soewondo Air Force Base	MES	WIMK	Medan	Indonesia	3559167	98671111	114	7	N	Asia/Jakarta
3280	Dr Ferdinand Lumban Tobing Airport	FLZ	WIMS	Sibolga	Indonesia	155594	98888901	33	7	N	Asia/Jakarta
3281	Nanga Pinoh Airport	NPO	WIOG	Nangapinoh	Indonesia	-34886899590492	11174800109863	123	7	N	Asia/Jakarta
3282	Ketapang(Rahadi Usman) Airport	KTG	WIOK	Ketapang	Indonesia	-1816640019416809	10996299743652344	46	7	N	Asia/Jakarta
3284	Supadio Airport	PNK	WIOO	Pontianak	Indonesia	-15071099996566772	10940399932861328	10	7	N	Asia/Jakarta
3287	Sultan Thaha Airport	DJB	WIPA	Jambi	Indonesia	-16380200386047363	10364399719238281	82	7	N	Asia/Jakarta
3288	Fatmawati Soekarno Airport	BKS	WIPL	Bengkulu	Indonesia	-38637	102338997	50	7	N	Asia/Jakarta
3289	Sultan Mahmud Badaruddin II Airport	PLM	WIPP	Palembang	Indonesia	-28982501029968	10469999694824	49	7	N	Asia/Jakarta
3291	Japura Airport	RGT	WIPR	Rengat	Indonesia	-35280799865722656	10233499908447266	62	7	N	Asia/Jakarta
3292	Lhok Sukon Airport	LSX	WITL	Lhok Sukon	Indonesia	5069509983062744	9725920104980469	28	7	N	Asia/Jakarta
3294	Sultan Iskandar Muda International Airport	BTJ	WITT	Banda Aceh	Indonesia	5522872024010001	9542063713070002	65	7	N	Asia/Jakarta
3295	Kluang Airport	\N	WMAP	Kluang	Malaysia	204138994217	103306999207	150	8	N	Asia/Kuala_Lumpur
3296	Sultan Abdul Halim Airport	AOR	WMKA	Alor Setar	Malaysia	6189670085906982	10039800262451172	15	8	N	Asia/Kuala_Lumpur
3297	Butterworth Airport	BWH	WMKB	Butterworth	Malaysia	54659199714660645	10039099884033203	11	8	N	Asia/Kuala_Lumpur
3298	Sultan Ismail Petra Airport	KBR	WMKC	Kota Bahru	Malaysia	61668500900268555	10229299926757812	16	8	N	Asia/Kuala_Lumpur
3299	Kuantan Airport	KUA	WMKD	Kuantan	Malaysia	37753899097442627	10320899963378906	58	8	N	Asia/Kuala_Lumpur
3300	Kerteh Airport	KTE	WMKE	Kerteh	Malaysia	4537220001220703	103427001953125	18	8	N	Asia/Kuala_Lumpur
3301	Simpang Airport	\N	WMKF	Simpang	Malaysia	31122500896453857	1017030029296875	111	8	N	Asia/Kuala_Lumpur
3302	Sultan Azlan Shah Airport	IPH	WMKI	Ipoh	Malaysia	4567969799041748	10109200286865234	130	8	N	Asia/Kuala_Lumpur
3303	Senai International Airport	JHB	WMKJ	Johor Bahru	Malaysia	164131	103669998	135	8	N	Asia/Kuala_Lumpur
3304	Kuala Lumpur International Airport	KUL	WMKK	Kuala Lumpur	Malaysia	2745579957962	10170999908447	69	8	N	Asia/Kuala_Lumpur
3305	Langkawi International Airport	LGK	WMKL	Langkawi	Malaysia	6329730033874512	9972869873046875	29	8	N	Asia/Kuala_Lumpur
3306	Malacca Airport	MKZ	WMKM	Malacca	Malaysia	22633600235	102251998901	35	8	N	Asia/Kuala_Lumpur
3307	Sultan Mahmud Airport	TGG	WMKN	Kuala Terengganu	Malaysia	53826398849487305	10310299682617188	21	8	N	Asia/Kuala_Lumpur
3308	Penang International Airport	PEN	WMKP	Penang	Malaysia	5297140121459961	1002770004272461	11	8	N	Asia/Kuala_Lumpur
3309	Suai Airport	UAI	WPDB	Suai	East Timor	-930331039428711	12528700256347656	96	9	U	Asia/Dili
3310	Presidente Nicolau Lobato International Airport	DIL	WPDL	Dili	East Timor	-854640007019	125526000977	154	9	U	Asia/Dili
3311	Cakung Airport	BCH	WPEC	Baucau	East Timor	-8489029884339999	126401000977	1771	9	U	Asia/Dili
3312	Sembawang Air Base	\N	WSAG	Sembawang	Singapore	14252599477767944	10381300354003906	86	8	N	Asia/Singapore
3313	Paya Lebar Air Base	QPG	WSAP	Paya Lebar	Singapore	13604199886322021	10391000366210938	65	8	N	Asia/Singapore
3314	Tengah Air Base	TGA	WSAT	Tengah	Singapore	138725996017	103708999634	50	8	N	Asia/Singapore
3315	Seletar Airport	XSP	WSSL	Singapore	Singapore	1416949987411499	10386799621582031	36	8	N	Asia/Singapore
3316	Singapore Changi Airport	SIN	WSSS	Singapore	Singapore	135019	103994003	22	8	N	Asia/Singapore
3317	Brisbane Archerfield Airport	ACF	YBAF	Brisbane	Australia	-275702991486	153007995605	63	10	O	Australia/Brisbane
3318	Northern Peninsula Airport	ABM	YBAM	Amberley	Australia	-109508	142459	34	10	O	Australia/Brisbane
3319	Alice Springs Airport	ASP	YBAS	Alice Springs	Australia	-23806699752807617	13390199279785156	1789	95	N	Australia/Darwin
3320	Brisbane International Airport	BNE	YBBN	Brisbane	Australia	-27384199142456055	15311700439453125	13	10	N	Australia/Brisbane
3321	Gold Coast Airport	OOL	YBCG	Coolangatta	Australia	-281644001007	153505004883	21	10	N	Australia/Brisbane
3322	Cairns International Airport	CNS	YBCS	Cairns	Australia	-16885799408	145755004883	10	10	N	Australia/Brisbane
3323	Charleville Airport	CTL	YBCV	Charlieville	Australia	-264132995605	146261993408	1003	10	O	Australia/Brisbane
3324	Mount Isa Airport	ISA	YBMA	Mount Isa	Australia	-20663900375399997	139488998413	1121	10	O	Australia/Brisbane
3325	Sunshine Coast Airport	MCY	YBMC	Maroochydore	Australia	-266033	153091003	15	10	O	Australia/Brisbane
3326	Mackay Airport	MKY	YBMK	Mackay	Australia	-21171699523900003	149179992676	19	10	O	Australia/Brisbane
3328	Proserpine Whitsunday Coast Airport	PPP	YBPN	Prosserpine	Australia	-204950008392	148552001953	82	10	O	Australia/Brisbane
3329	Rockhampton Airport	ROK	YBRK	Rockhampton	Australia	-233819007874	150475006104	34	10	O	Australia/Brisbane
3330	Townsville Airport	TSV	YBTL	Townsville	Australia	-19252500534057617	14676499938964844	18	10	N	Australia/Brisbane
3331	Weipa Airport	WEI	YBWP	Weipa	Australia	-126786003113	141925003052	63	10	O	Australia/Brisbane
3332	Avalon Airport	AVV	YMAV	Avalon	Australia	-38039398	144468994	35	10	O	Australia/Hobart
3333	Albury Airport	ABX	YMAY	Albury	Australia	-3606779861450195	14695799255371094	539	10	O	Australia/Sydney
3334	Melbourne Essendon Airport	MEB	YMEN	Melbourne	Australia	-377281	144901993	282	10	O	Australia/Hobart
3335	RAAF Base East Sale	\N	YMES	East Sale	Australia	-38098899841299996	147149002075	23	10	O	Australia/Hobart
3336	Hobart International Airport	HBA	YMHB	Hobart	Australia	-42836101532	147509994507	13	10	O	Australia/Melbourne
3337	Launceston Airport	LST	YMLT	Launceston	Australia	-4154529953	147214004517	562	10	O	Australia/Melbourne
3338	Melbourne Moorabbin Airport	MBW	YMMB	Melbourne	Australia	-37975799560546875	1451020050048828	50	10	O	Australia/Hobart
3339	Melbourne International Airport	MEL	YMML	Melbourne	Australia	-37673302	144843002	434	10	O	Australia/Hobart
3340	RAAF Williams, Point Cook Base	\N	YMPC	Point Cook	Australia	-37932201	144753006	14	10	O	Australia/Hobart
3341	Adelaide International Airport	ADL	YPAD	Adelaide	Australia	-34945	138531006	20	95	O	Australia/Adelaide
3343	RAAF Base Edinburgh	\N	YPED	Edinburgh	Australia	-3470249938964844	13862100219726562	67	95	O	Australia/Adelaide
3344	Perth Jandakot Airport	JAD	YPJT	Perth	Australia	-3209749984741211	11588099670410156	99	8	O	Australia/Perth
3345	Karratha Airport	KTA	YPKA	Karratha	Australia	-20712200164799995	116773002625	29	8	O	Australia/Perth
3346	Kalgoorlie Boulder Airport	KGI	YPKG	Kalgoorlie	Australia	-30789400100699996	121461997986	1203	8	O	Australia/Perth
3347	Kununurra Airport	KNX	YPKU	Kununurra	Australia	-157781000137	128707992554	145	8	O	Australia/Perth
3348	Learmonth Airport	LEA	YPLM	Learmonth	Australia	-22235599517799997	114088996887	19	8	O	Australia/Perth
3349	Port Hedland International Airport	PHE	YPPD	Port Hedland	Australia	-203777999878	118625999451	33	8	O	Australia/Perth
3350	Adelaide Parafield Airport	\N	YPPF	Adelaide	Australia	-34793300628699996	138632995605	57	95	O	Australia/Adelaide
3351	Perth International Airport	PER	YPPH	Perth	Australia	-3194029998779297	11596700286865234	67	8	N	Australia/Perth
3352	Woomera Airfield	UMR	YPWR	Woomera	Australia	-3114419937133789	13681700134277344	548	95	O	Australia/Adelaide
3353	Christmas Island Airport	XCH	YPXM	Christmas Island	Christmas Island	-10450599670410156	10569000244140625	916	7	U	Indian/Christmas
3354	Sydney Bankstown Airport	BWU	YSBK	Sydney	Australia	-33924400329589844	15098800659179688	29	10	O	Australia/Sydney
3355	Canberra International Airport	CBR	YSCB	Canberra	Australia	-3530690002441406	14919500732421875	1886	10	O	Australia/Sydney
3356	Coffs Harbour Airport	CFS	YSCH	Coff's Harbour	Australia	-303206005096	153115997314	18	10	O	Australia/Sydney
3357	Camden Airport	CDU	YSCN	Camden	Australia	-3404029846191406	15068699645996094	230	10	O	Australia/Sydney
3358	Dubbo City Regional Airport	DBO	YSDU	Dubbo	Australia	-322167015076	148574996948	935	10	O	Australia/Sydney
3359	Norfolk Island International Airport	NLK	YSNF	Norfolk Island	Norfolk Island	-2904159927368164	16793899536132812	371	11	U	Pacific/Norfolk
3360	RAAF Base Richmond	XRH	YSRI	Richmond	Australia	-33600601	150781006	67	10	O	Australia/Sydney
3361	Sydney Kingsford Smith International Airport	SYD	YSSY	Sydney	Australia	-3394609832763672	151177001953125	21	10	O	Australia/Sydney
3362	Tamworth Airport	TMW	YSTW	Tamworth	Australia	-310839004517	150847000122	1334	10	O	Australia/Sydney
3363	Wagga Wagga City Airport	WGA	YSWG	Wagga Wagga	Australia	-351652984619	147466003418	724	10	O	Australia/Sydney
3364	Beijing Capital International Airport	PEK	ZBAA	Beijing	China	40080101013183594	11658499908447266	116	8	U	Asia/Shanghai
3366	Dongshan Airport	HLD	ZBLA	Hailar	China	492050018311	119824996948	2169	8	U	Asia/Shanghai
3368	Tianjin Binhai International Airport	TSN	ZBTJ	Tianjin	China	39124401092499994	117346000671	10	8	U	Asia/Shanghai
3369	Taiyuan Wusu Airport	TYN	ZBYN	Taiyuan	China	3774689865112305	11262799835205078	2575	8	U	Asia/Shanghai
3370	Guangzhou Baiyun International Airport	CAN	ZGGG	Guangzhou	China	2339240074157715	11329900360107422	50	8	U	Asia/Shanghai
3371	Changsha Huanghua International Airport	CSX	ZGHA	Changcha	China	28189199447599997	113220001221	217	8	U	Asia/Shanghai
3372	Guilin Liangjiang International Airport	KWL	ZGKL	Guilin	China	2521809959411621	11003900146484375	570	8	U	Asia/Shanghai
3373	Nanning Wuxu Airport	NNG	ZGNN	Nanning	China	22608299255371094	1081719970703125	421	8	U	Asia/Shanghai
3374	Shenzhen Bao'an International Airport	SZX	ZGSZ	Shenzhen	China	22639299392700195	11381099700927734	13	8	U	Asia/Shanghai
3375	Zhengzhou Xinzheng International Airport	CGO	ZHCC	Zhengzhou	China	34519699096699995	113841003418	495	8	U	Asia/Shanghai
3376	Wuhan Tianhe International Airport	WUH	ZHHH	Wuhan	China	307838	114208	113	8	U	Asia/Shanghai
3377	Pyongyang Sunan International Airport	FNJ	ZKPY	Pyongyang	North Korea	39224098	125669998	117	85	U	Asia/Pyongyang
3378	Lanzhou Zhongchuan Airport	LHW	ZLLL	Lanzhou	China	365152015686	103620002747	6388	8	U	Asia/Shanghai
3379	Xi'an Xianyang International Airport	XIY	ZLXY	Xi'an	China	34447102	108751999	1572	8	U	Asia/Shanghai
3380	Chinggis Khaan International Airport	ULN	ZMUB	Ulan Bator	Mongolia	47843102	106766998	4364	8	U	Asia/Ulaanbaatar
3381	Xishuangbanna Gasa Airport	JHG	ZPJH	Jinghonggasa	China	21973899841308594	10076000213623047	1815	8	U	Asia/Shanghai
3382	Kunming Changshui International Airport	KMG	ZPPP	Kunming	China	251019444	1029291667	6903	8	N	Asia/Shanghai
3383	Xiamen Gaoqi International Airport	XMN	ZSAM	Xiamen	China	2454400062561035	11812799835205078	59	8	U	Asia/Shanghai
3384	Nanchang Changbei International Airport	KHN	ZSCN	Nanchang	China	28864999771118164	1159000015258789	143	8	U	Asia/Shanghai
3385	Fuzhou Changle International Airport	FOC	ZSFZ	Fuzhou	China	25935100555419922	11966300201416016	46	8	U	Asia/Shanghai
3386	Hangzhou Xiaoshan International Airport	HGH	ZSHC	Hangzhou	China	3022949981689453	12043399810791016	23	8	U	Asia/Shanghai
3387	Ningbo Lishe International Airport	NGB	ZSNB	Ninbo	China	2982670021057129	12146199798583984	13	8	U	Asia/Shanghai
3388	Nanjing Lukou Airport	NKG	ZSNJ	Nanjing	China	31742000579833984	11886199951171875	49	8	U	Asia/Shanghai
3389	Hefei Luogang International Airport	HFE	ZSOF	Hefei	China	31780000686645508	1172979965209961	108	8	U	Asia/Shanghai
3390	Liuting Airport	TAO	ZSQD	Qingdao	China	362661018372	120374000549	33	8	U	Asia/Shanghai
3391	Shanghai Hongqiao International Airport	SHA	ZSSS	Shanghai	China	31197900772094727	12133599853515625	10	8	U	Asia/Shanghai
3392	Yantai Laishan Airport	YNT	ZSYT	Yantai	China	3740169906616211	12137200164794922	59	8	U	Asia/Shanghai
3393	Chongqing Jiangbei International Airport	CKG	ZUCK	Chongqing	China	29719200134277344	10664199829101562	1365	8	U	Asia/Shanghai
3394	Longdongbao Airport	KWE	ZUGY	Guiyang	China	2653849983215332	1068010025024414	3736	8	U	Asia/Shanghai
3395	Chengdu Shuangliu International Airport	CTU	ZUUU	Chengdu	China	30578500747680664	1039469985961914	1625	8	U	Asia/Shanghai
3396	Xichang Qingshan Airport	XIC	ZUXC	Xichang	China	27989099502563477	10218399810791016	5112	8	U	Asia/Shanghai
3397	Kashgar Airport	KHG	ZWSH	Kashi	China	395429000854	760199966431	4529	8	U	Asia/Shanghai
3398	Hotan Airport	HTN	ZWTN	Hotan	China	3703850173950195	7986489868164062	4672	8	U	Asia/Shanghai
3399	örÅmqi Diwopu International Airport	URC	ZWWW	Urumqi	China	43907100677490234	8747419738769531	2125	8	U	Asia/Shanghai
3400	Taiping Airport	HRB	ZYHB	Harbin	China	456234016418457	12625	457	8	U	Asia/Shanghai
3402	Mudanjiang Hailang International Airport	MDG	ZYMD	Mudanjiang	China	445241012573	129569000244	883	8	U	Asia/Shanghai
3404	Zhoushuizi Airport	DLC	ZYTL	Dalian	China	389656982421875	12153900146484375	107	8	U	Asia/Shanghai
3406	Shanghai Pudong International Airport	PVG	ZSPD	Shanghai	China	31143400192260742	12180500030517578	13	8	U	Asia/Shanghai
3407	Pulau Tioman Airport	TOD	WMBT	Tioman	Malaysia	28181800842285156	10416000366210938	15	8	N	Asia/Kuala_Lumpur
3408	Sultan Abdul Aziz Shah International Airport	SZB	WMSA	Kuala Lumpur	Malaysia	3130579948425293	10154900360107422	90	8	N	Asia/Kuala_Lumpur
3409	Noto Airport	NTQ	RJNW	Wajima	Japan	372930984497	136962005615	718	9	U	Asia/Tokyo
3410	Borg El Arab International Airport	HBE	HEBA	Alexandria	Egypt	30917699813842773	29696399688720703	177	2	U	Africa/Cairo
3411	Barter Island LRRS Airport	BTI	PABA	Barter Island	United States	701340026855	-143582000732	2	-9	A	America/Anchorage
3412	Wainwright Air Station	\N	PAWT	Fort Wainwright	United States	7061340332	-1598600006	35	-9	A	America/Anchorage
3413	Cape Lisburne LRRS Airport	LUR	PALU	Cape Lisburne	United States	6887509918	-1661100006	16	-9	A	America/Anchorage
3414	Point Lay LRRS Airport	PIZ	PPIZ	Point Lay	United States	6973290253	-1630050049	22	-9	A	America/Anchorage
3415	Hilo International Airport	ITO	PHTO	Hilo	United States	19721399307250977	-15504800415039062	38	-10	N	Pacific/Honolulu
3416	Orlando Executive Airport	ORL	KORL	Orlando	United States	285455	-81332901	113	-5	A	America/New_York
3417	Bettles Airport	BTT	PABT	Bettles	United States	6691390228	-151529007	647	-9	A	America/Anchorage
3418	Clear Airport	\N	PACL	Clear Mews	United States	64301201	-149119995	552	-9	A	America/Anchorage
3419	Indian Mountain LRRS Airport	UTO	PAIM	Indian Mountains	United States	6599279785	-1537039948	1273	-9	A	America/Anchorage
3420	Fort Yukon Airport	FYU	PFYU	Fort Yukon	United States	6657150268554688	-14525	433	-9	A	America/Anchorage
3421	Sparrevohn LRRS Airport	SVW	PASV	Sparrevohn	United States	6109740067	-1555740051	1585	-9	A	America/Anchorage
3422	Bryant Army Heliport	FRN	PAFR	Fort Richardson	United States	6126639938	-1496529999	378	-9	A	America/Anchorage
3423	Tatalina LRRS Airport	TLJ	PATL	Tatalina	United States	62894401550299996	-155977005005	964	-9	A	America/Anchorage
3424	Cape Romanzof LRRS Airport	CZF	PACZ	Cape Romanzof	United States	6178030014	-1660390015	464	-9	A	America/Anchorage
3425	Laurence G Hanscom Field	BED	KBED	Bedford	United States	4247000122	-7128900146	133	-5	A	America/New_York
3426	St Paul Island Airport	SNP	PASN	St. Paul Island	United States	57167301177978516	-17022000122070312	63	-9	A	America/Anchorage
3427	Cape Newenham LRRS Airport	EHM	PAEH	Cape Newenham	United States	58646400451699996	-16206300354	541	-9	A	America/Anchorage
3428	St George Airport	STG	PAPB	Point Barrow	United States	56578300476100004	-169662002563	125	-9	A	America/Anchorage
3429	Iliamna Airport	ILI	PAIL	Iliamna	United States	5975439835	-1549109955	192	-9	A	America/Anchorage
3430	Platinum Airport	PTU	PAPM	Port Moller	United States	5901139831542969	-16182000732421875	15	-9	A	America/Anchorage
3431	Big Mountain Airport	BMX	PABM	Big Mountain	United States	593611984253	-155259002686	663	-9	A	America/Anchorage
3432	Oscoda Wurtsmith Airport	OSC	KOSC	Oscoda	United States	44451599	-83394096	633	-5	A	America/New_York
3433	Marina Municipal Airport	OAR	KOAR	Fort Ord	United States	3668190002	-121762001	137	-8	A	America/Los_Angeles
3434	Sacramento Mather Airport	MHR	KMHR	Sacramento	United States	3855390167	-1212979965	98	-8	A	America/Los_Angeles
3435	Bicycle Lake Army Air Field	BYS	KBYS	Fort Irwin	United States	352804985046	-116629997253	2350	-8	A	America/Los_Angeles
3436	Twentynine Palms (Self) Airport	\N	KNXP	Twenty Nine Palms	United States	342961998	-1161620026	2051	-8	A	America/Los_Angeles
3437	Fort Smith Regional Airport	FSM	KFSM	Fort Smith	United States	3533660125732422	-9436740112304688	469	-6	A	America/Chicago
3438	Merrill Field	MRI	PAMR	Anchorage	United States	612135009765625	-149843994140625	137	-9	A	America/Anchorage
3439	Grants-Milan Municipal Airport	GNT	KGNT	Grants	United States	35167301178	-107902000427	6537	-7	A	America/Denver
3440	Ponca City Regional Airport	PNC	KPNC	Ponca City	United States	3673199844	-9709980011	1008	-6	A	America/Chicago
3441	Hunter Army Air Field	SVN	KSVN	Hunter Aaf	United States	3200999832	-8114569855	41	-5	A	America/New_York
3442	Grand Forks International Airport	GFK	KGFK	Grand Forks	United States	47949299	-97176102	845	-6	A	America/Chicago
3443	Pine Bluff Regional Airport, Grider Field	PBF	KPBF	Pine Bluff	United States	341731	-919356	206	-6	A	America/Chicago
3444	Whiting Field Naval Air Station - North	NSE	KNSE	Milton	United States	307241993	-8702189636	199	-6	A	America/Chicago
3445	Hana Airport	HNM	PHHN	Hana	United States	2079560089111328	-15601400756835938	78	-10	A	Pacific/Honolulu
3446	Ernest A. Love Field	PRC	KPRC	Prescott	United States	3465449905	-1124199982	5045	-7	A	America/Phoenix
3447	Trenton Mercer Airport	TTN	KTTN	Trenton	United States	4027669906616211	-748134994506836	213	-5	A	America/New_York
3448	General Edward Lawrence Logan International Airport	BOS	KBOS	Boston	United States	4236429977	-7100520325	20	-5	A	America/New_York
3449	Travis Air Force Base	SUU	KSUU	Fairfield	United States	38262699127197	-12192700195312	62	-8	A	America/Los_Angeles
3450	Griffiss International Airport	RME	KRME	Rome	United States	4323379898	-7540699768	504	-5	A	America/New_York
3451	Wendover Airport	ENV	KENV	Wendover	United States	407187004089	-11403099823	4237	-7	A	America/Denver
3452	Mobile Downtown Airport	BFM	KBFM	Mobile	United States	30626800537100003	-8806809997559999	26	-6	A	America/Chicago
3453	Metropolitan Oakland International Airport	OAK	KOAK	Oakland	United States	37721298	-122221001	9	-8	A	America/Los_Angeles
3454	Eppley Airfield	OMA	KOMA	Omaha	United States	413032	-95894096	984	-6	A	America/Chicago
3455	Port Angeles Cgas Airport	\N	KNOW	Port Angeles	United States	4814149856567383	-12341400146484375	13	-8	A	America/Los_Angeles
3456	Kahului Airport	OGG	PHOG	Kahului	United States	208986	-156429993	54	-10	N	Pacific/Honolulu
3457	Wichita Eisenhower National Airport	ICT	KICT	Wichita	United States	37649899	-97433098	1333	-6	A	America/Chicago
3458	Kansas City International Airport	MCI	KMCI	Kansas City	United States	392976	-94713898	1026	-6	A	America/Chicago
3459	Dane County Regional Truax Field	MSN	KMSN	Madison	United States	4313990020751953	-893375015258789	887	-6	A	America/Chicago
3460	Dillingham Airport	DLG	PADL	Dillingham	United States	5904470062	-1585050049	81	-9	A	America/Anchorage
3461	Boone County Airport	HRO	KHRO	Harrison	United States	3626150131225586	-9315470123291016	1365	-6	A	America/Chicago
3462	Phoenix Sky Harbor International Airport	PHX	KPHX	Phoenix	United States	3343429946899414	-11201200103759766	1135	-7	N	America/Phoenix
3463	Bangor International Airport	BGR	KBGR	Bangor	United States	4480739974975586	-688281021118164	192	-5	A	America/New_York
3464	Fort Lauderdale Executive Airport	FXE	KFXE	Fort Lauderdale	United States	261972999573	-801707000732	13	-5	A	America/New_York
3465	East Texas Regional Airport	GGG	KGGG	Longview	United States	3238399887084961	-9471150207519531	365	-6	A	America/Chicago
3466	Anderson Regional Airport	AND	KAND	Andersen	United States	344945983887	-8270939636230001	782	-5	A	America/New_York
3467	Spokane International Airport	GEG	KGEG	Spokane	United States	4761989974975586	-11753399658203125	2376	-8	A	America/Los_Angeles
3468	North Perry Airport	HWO	KHWO	Hollywood	United States	260012	-802407	8	-5	A	America/New_York
3469	San Francisco International Airport	SFO	KSFO	San Francisco	United States	3761899948120117	-122375	13	-8	A	America/Los_Angeles
3470	Cut Bank International Airport	CTB	KCTB	Cutbank	United States	486083984375	-112375999451	3854	-7	A	America/Denver
3471	Acadiana Regional Airport	ARA	KARA	Louisiana	United States	300378	-91883904	24	-6	A	America/Chicago
3472	Gainesville Regional Airport	GNV	KGNV	Gainesville	United States	296900997162	-822717971802	152	-5	A	America/New_York
3473	Memphis International Airport	MEM	KMEM	Memphis	United States	3504240036010742	-8997669982910156	341	-6	A	America/Chicago
3474	Bisbee Douglas International Airport	DUG	KDUG	Douglas	United States	314689998627	-109603996277	4154	-7	A	America/Phoenix
3475	Allen Army Airfield	BIG	PABI	Delta Junction	United States	639944992065	-145722000122	1291	-9	A	America/Anchorage
3476	TSTC Waco Airport	CNW	KCNW	Waco	United States	31637800216699997	-970740966797	470	-6	A	America/Chicago
3477	Annette Island Airport	ANN	PANT	Annette Island	United States	5504240036010742	-13157200622558594	119	-9	A	America/Anchorage
3478	Caribou Municipal Airport	CAR	KCAR	Caribou	United States	46871498107899995	-680178985596	626	-5	A	America/New_York
3479	Little Rock Air Force Base	LRF	KLRF	Jacksonville	United States	34916900634799994	-9214969635010002	311	-6	A	America/Chicago
3480	Redstone Army Air Field	HUA	KHUA	Redstone	United States	3467869949	-8668479919	684	-6	A	America/Chicago
3481	Pope Field	POB	KPOB	Fort Bragg	United States	351708984375	-79014503479004	217	-5	A	America/New_York
3482	Dalhart Municipal Airport	DHT	KDHT	Dalhart	United States	360225982666	-10254699707	3991	-6	A	America/Chicago
3483	DLF Airport	DLF	KDLF	Del Rio	United States	29359501	-100778002	1082	-6	A	America/Chicago
3484	Los Angeles International Airport	LAX	KLAX	Los Angeles	United States	3394250107	-1184079971	125	-8	A	America/Los_Angeles
3485	Anniston Regional Airport	ANB	KANB	Anniston	United States	335882	-858581	612	-6	A	America/Chicago
3486	Cleveland Hopkins International Airport	CLE	KCLE	Cleveland	United States	414117012024	-818498001099	791	-5	A	America/New_York
3487	Dover Air Force Base	DOV	KDOV	Dover	United States	3912950134	-7546600342	24	-5	A	America/New_York
3488	Cincinnati Northern Kentucky International Airport	CVG	KCVG	Cincinnati	United States	390488014221	-846678009033	896	-5	A	America/New_York
3489	Tipton Airport	FME	KFME	Fort Meade	United States	3908539962769999	-767593994141	150	-5	A	America/New_York
3490	China Lake Naws (Armitage Field) Airport	\N	KNID	China Lake	United States	356853981	-1176920013	2283	-8	A	America/Los_Angeles
3491	Huron Regional Airport	HON	KHON	Huron	United States	4438520050048828	-9822850036621094	1289	-6	A	America/Chicago
3492	Juneau International Airport	JNU	PAJN	Juneau	United States	5835499954223633	-1345760040283203	21	-9	A	America/Anchorage
3493	Lafayette Regional Airport	LFT	KLFT	Lafayette	United States	3020529938	-9198760223	42	-6	A	America/Chicago
3494	Newark Liberty International Airport	EWR	KEWR	Newark	United States	40692501068115234	-74168701171875	18	-5	A	America/New_York
3495	Boise Air Terminal/Gowen Field	BOI	KBOI	Boise	United States	435644	-116223	2871	-7	A	America/Denver
3496	Creech Air Force Base	INS	KINS	Indian Springs	United States	36587200164799995	-115672996521	3133	-8	A	America/Los_Angeles
3497	Garden City Regional Airport	GCK	KGCK	Garden City	United States	379275016785	-100723999023	2891	-6	A	America/Chicago
3498	Minot International Airport	MOT	KMOT	Minot	United States	482593994140625	-10127999877929688	1716	-6	A	America/Chicago
3499	Wheeler Army Airfield	HHI	PHHI	Wahiawa	United States	2148349953	-1580399933	837	-10	A	Pacific/Honolulu
3500	Maxwell Air Force Base	MXF	KMXF	Montgomery	United States	323829	-86365799	171	-6	A	America/Chicago
3501	Robinson Army Air Field	\N	KRBM	Robinson	United States	3485010147	-9230020142	587	-6	A	America/Chicago
3502	Dallas Love Field	DAL	KDAL	Dallas	United States	32847099	-96851799	487	-6	A	America/Chicago
3503	Butts AAF (Fort Carson) Air Field	FCS	KFCS	Fort Carson	United States	3867839813	-1047570038	5838	-7	A	America/Denver
3504	Helena Regional Airport	HLN	KHLN	Helena	United States	466068000793457	-11198300170898438	3877	-7	A	America/Denver
3505	Miramar Marine Corps Air Station - Mitscher Field	NKX	KNKX	Miramar	United States	3286840057	-1171429977	477	-8	A	America/Los_Angeles
3506	Luke Air Force Base	LUF	KLUF	Phoenix	United States	33534999847399995	-112383003235	1085	-7	A	America/Phoenix
3507	Hurlburt Field	\N	KHRT	Mary Esther	United States	30427799224853516	-8668930053710938	38	-6	A	America/Chicago
3508	Jack Northrop Field Hawthorne Municipal Airport	HHR	KHHR	Hawthorne	United States	33922798	-118334999	66	-8	A	America/Los_Angeles
3509	Houlton International Airport	HUL	KHUL	Houlton	United States	461231002808	-67792098999	489	-5	A	America/New_York
